;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
204;6-12-2021 12:46:47;00:3A:7D:1E:DD:CF;Cisco Systems Inc.;eduroam;-74;57;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
302;6-12-2021 12:46:52;84:3D:C6:AD:7B:40;Cisco Systems Inc.;eduroam;-75;53;;Ch 11 [2.462 GHz];0 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
304;6-12-2021 12:46:52;00:3A:7D:34:E9:10;Cisco Systems Inc.;eduroam;-75;53;;Ch 6 [2.437 GHz];0 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
307;6-12-2021 12:46:52;84:3D:C6:B9:27:4F;Cisco Systems Inc.;eduroam;-78;43;;Ch 132 [5.660 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
308;6-12-2021 12:46:52;00:3A:7D:12:43:BF;Cisco Systems Inc.;eduroam;-67;75;;Ch 104 [5.520 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
310;6-12-2021 12:46:52;84:3D:C6:AD:B5:5F;Cisco Systems Inc.;eduroam;-70;67;;Ch 40 [5.200 GHz];7 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
319;6-12-2021 12:46:52;00:3A:7D:34:7C:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];0 Stations, 57Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
325;6-12-2021 12:46:52;00:3A:7D:27:B9:C0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 59Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
326;6-12-2021 12:46:52;00:3A:7D:27:B9:60;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];0 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
330;6-12-2021 12:46:52;84:3D:C6:AD:B5:8F;Cisco Systems Inc.;eduroam;-68;72;;Ch 140 [5.700 GHz];3 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
331;6-12-2021 12:46:52;84:3D:C6:BD:4C:AF;Cisco Systems Inc.;eduroam;-75;53;;Ch 140 [5.700 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
333;6-12-2021 12:46:52;84:3D:C6:AD:7B:4F;Cisco Systems Inc.;eduroam;-69;70;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
336;6-12-2021 12:46:52;00:3A:7D:34:E9:1F;Cisco Systems Inc.;eduroam;-80;38;;Ch 64 [5.320 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
338;6-12-2021 12:46:52;84:3D:C6:C7:C1:D0;Cisco Systems Inc.;eduroam;-54;86;;Ch 11 [2.462 GHz];0 Stations, 70Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
342;6-12-2021 12:46:52;84:3D:C6:AD:B5:50;Cisco Systems Inc.;eduroam;-61;82;;Ch 6 [2.437 GHz];2 Stations, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
349;6-12-2021 12:46:52;00:3A:7D:12:43:B0;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];1 Station, 60Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
351;6-12-2021 12:46:52;84:3D:C6:C7:C1:DF;Cisco Systems Inc.;eduroam;-58;82;;Ch 36 [5.180 GHz];4 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
352;6-12-2021 12:46:52;84:3D:C6:B8:FB:0F;Cisco Systems Inc.;eduroam;-63;81;;Ch 100 [5.500 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
355;6-12-2021 12:46:52;84:3D:C6:B4:E3:90;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];0 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
356;6-12-2021 12:46:52;00:3A:7D:12:41:20;Cisco Systems Inc.;eduroam;-71;65;;Ch 11 [2.462 GHz];2 Stations, 49Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
360;6-12-2021 12:46:52;00:3A:7D:1E:DD:C0;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];0 Stations, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
369;6-12-2021 12:46:52;84:3D:C6:B4:E3:9F;Cisco Systems Inc.;eduroam;-74;57;;Ch 36 [5.180 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
372;6-12-2021 12:46:52;00:3A:7D:12:41:2F;Cisco Systems Inc.;eduroam;-78;43;;Ch 44 [5.220 GHz];11 Stations, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];11
377;6-12-2021 12:46:52;84:3D:C6:B8:FB:00;Cisco Systems Inc.;eduroam;-59;83;;Ch 1 [2.412 GHz];0 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
379;6-12-2021 12:46:52;84:3D:C6:AD:B5:80;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];2 Stations, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
380;6-12-2021 12:46:52;84:3D:C6:BD:4C:A0;Cisco Systems Inc.;eduroam;-66;78;;Ch 1 [2.412 GHz];0 Stations, 67Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
384;6-12-2021 12:46:52;84:3D:C6:B9:27:40;Cisco Systems Inc.;eduroam;-70;67;;Ch 6 [2.437 GHz];1 Station, 45Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
385;6-12-2021 12:46:52;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];0 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
393;6-12-2021 12:46:52;84:3D:C6:AD:AF:90;Cisco Systems Inc.;eduroam;-76;50;;Ch 11 [2.462 GHz];1 Station, 61Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
397;6-12-2021 12:46:52;84:3D:C6:B8:F6:60;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];2 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
403;6-12-2021 12:46:52;84:3D:C6:C7:F3:BF;Cisco Systems Inc.;eduroam;-77;46;;Ch 100 [5.500 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
405;6-12-2021 12:46:52;84:3D:C6:C7:ED:EF;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
414;6-12-2021 12:46:52;00:3A:7D:34:E0:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 11 [2.462 GHz];1 Station, 50Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
417;6-12-2021 12:46:52;00:3A:7D:34:7C:4F;Cisco Systems Inc.;eduroam;-81;35;;Ch 60 [5.300 GHz];5 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
419;6-12-2021 12:46:52;00:3A:7D:1E:DD:CF;Cisco Systems Inc.;eduroam;-77;46;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
518;6-12-2021 12:46:57;84:3D:C6:AD:7B:40;Cisco Systems Inc.;eduroam;-75;53;;Ch 11 [2.462 GHz];0 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
520;6-12-2021 12:46:57;00:3A:7D:34:E9:10;Cisco Systems Inc.;eduroam;-75;53;;Ch 6 [2.437 GHz];0 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
523;6-12-2021 12:46:57;84:3D:C6:B9:27:4F;Cisco Systems Inc.;eduroam;-70;67;;Ch 132 [5.660 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
524;6-12-2021 12:46:57;00:3A:7D:12:43:BF;Cisco Systems Inc.;eduroam;-76;50;;Ch 104 [5.520 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
526;6-12-2021 12:46:57;84:3D:C6:AD:B5:5F;Cisco Systems Inc.;eduroam;-70;67;;Ch 40 [5.200 GHz];7 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
535;6-12-2021 12:46:57;00:3A:7D:34:7C:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];0 Stations, 57Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
541;6-12-2021 12:46:57;00:3A:7D:27:B9:C0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 59Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
542;6-12-2021 12:46:57;00:3A:7D:27:B9:60;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];0 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
546;6-12-2021 12:46:57;84:3D:C6:AD:B5:8F;Cisco Systems Inc.;eduroam;-68;72;;Ch 140 [5.700 GHz];3 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
547;6-12-2021 12:46:57;84:3D:C6:BD:4C:AF;Cisco Systems Inc.;eduroam;-75;53;;Ch 140 [5.700 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
549;6-12-2021 12:46:57;84:3D:C6:AD:7B:4F;Cisco Systems Inc.;eduroam;-69;70;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
552;6-12-2021 12:46:57;00:3A:7D:34:E9:1F;Cisco Systems Inc.;eduroam;-78;43;;Ch 64 [5.320 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
554;6-12-2021 12:46:57;84:3D:C6:C7:C1:D0;Cisco Systems Inc.;eduroam;-55;85;;Ch 11 [2.462 GHz];0 Stations, 66Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
558;6-12-2021 12:46:57;84:3D:C6:AD:B5:50;Cisco Systems Inc.;eduroam;-62;81;;Ch 6 [2.437 GHz];2 Stations, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
565;6-12-2021 12:46:57;00:3A:7D:12:43:B0;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];1 Station, 60Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
567;6-12-2021 12:46:57;84:3D:C6:C7:C1:DF;Cisco Systems Inc.;eduroam;-59;82;;Ch 36 [5.180 GHz];4 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
568;6-12-2021 12:46:57;84:3D:C6:B8:FB:0F;Cisco Systems Inc.;eduroam;-58;83;;Ch 100 [5.500 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
571;6-12-2021 12:46:57;84:3D:C6:B4:E3:90;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];0 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
572;6-12-2021 12:46:57;00:3A:7D:12:41:20;Cisco Systems Inc.;eduroam;-71;65;;Ch 11 [2.462 GHz];2 Stations, 49Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
576;6-12-2021 12:46:57;00:3A:7D:1E:DD:C0;Cisco Systems Inc.;eduroam;-74;57;;Ch 6 [2.437 GHz];0 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
585;6-12-2021 12:46:57;84:3D:C6:B4:E3:9F;Cisco Systems Inc.;eduroam;-74;57;;Ch 36 [5.180 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
588;6-12-2021 12:46:57;00:3A:7D:12:41:2F;Cisco Systems Inc.;eduroam;-75;53;;Ch 44 [5.220 GHz];10 Stations, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];10
593;6-12-2021 12:46:57;84:3D:C6:B8:FB:00;Cisco Systems Inc.;eduroam;-60;82;;Ch 1 [2.412 GHz];0 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
595;6-12-2021 12:46:57;84:3D:C6:AD:B5:80;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];2 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
596;6-12-2021 12:46:57;84:3D:C6:BD:4C:A0;Cisco Systems Inc.;eduroam;-66;78;;Ch 1 [2.412 GHz];0 Stations, 67Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
600;6-12-2021 12:46:57;84:3D:C6:B9:27:40;Cisco Systems Inc.;eduroam;-73;60;;Ch 6 [2.437 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
601;6-12-2021 12:46:57;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];0 Stations, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
609;6-12-2021 12:46:57;84:3D:C6:AD:AF:90;Cisco Systems Inc.;eduroam;-76;50;;Ch 11 [2.462 GHz];1 Station, 61Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
613;6-12-2021 12:46:57;84:3D:C6:B8:F6:60;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];2 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
619;6-12-2021 12:46:57;84:3D:C6:C7:F3:BF;Cisco Systems Inc.;eduroam;-77;46;;Ch 100 [5.500 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
621;6-12-2021 12:46:57;84:3D:C6:C7:ED:EF;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
630;6-12-2021 12:46:57;00:3A:7D:34:E0:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 11 [2.462 GHz];1 Station, 50Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
633;6-12-2021 12:46:57;00:3A:7D:34:7C:4F;Cisco Systems Inc.;eduroam;-81;35;;Ch 60 [5.300 GHz];5 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
635;6-12-2021 12:46:57;00:3A:7D:1E:DD:CF;Cisco Systems Inc.;eduroam;-74;57;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
734;6-12-2021 12:47:02;84:3D:C6:AD:7B:40;Cisco Systems Inc.;eduroam;-75;53;;Ch 11 [2.462 GHz];0 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
736;6-12-2021 12:47:02;00:3A:7D:34:E9:10;Cisco Systems Inc.;eduroam;-75;53;;Ch 6 [2.437 GHz];0 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
739;6-12-2021 12:47:02;84:3D:C6:B9:27:4F;Cisco Systems Inc.;eduroam;-76;50;;Ch 132 [5.660 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
740;6-12-2021 12:47:02;00:3A:7D:12:43:BF;Cisco Systems Inc.;eduroam;-69;70;;Ch 104 [5.520 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
742;6-12-2021 12:47:02;84:3D:C6:AD:B5:5F;Cisco Systems Inc.;eduroam;-70;67;;Ch 40 [5.200 GHz];7 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
751;6-12-2021 12:47:02;00:3A:7D:34:7C:40;Cisco Systems Inc.;eduroam;-72;62;;Ch 11 [2.462 GHz];0 Stations, 62Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
757;6-12-2021 12:47:02;00:3A:7D:27:B9:C0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 59Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
758;6-12-2021 12:47:02;00:3A:7D:27:B9:60;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];0 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
762;6-12-2021 12:47:02;84:3D:C6:AD:B5:8F;Cisco Systems Inc.;eduroam;-66;78;;Ch 140 [5.700 GHz];3 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
763;6-12-2021 12:47:02;84:3D:C6:BD:4C:AF;Cisco Systems Inc.;eduroam;-75;53;;Ch 140 [5.700 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
765;6-12-2021 12:47:02;84:3D:C6:AD:7B:4F;Cisco Systems Inc.;eduroam;-69;70;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
768;6-12-2021 12:47:02;00:3A:7D:34:E9:1F;Cisco Systems Inc.;eduroam;-78;43;;Ch 64 [5.320 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
770;6-12-2021 12:47:02;84:3D:C6:C7:C1:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 11 [2.462 GHz];0 Stations, 63Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
774;6-12-2021 12:47:02;84:3D:C6:AD:B5:50;Cisco Systems Inc.;eduroam;-60;82;;Ch 6 [2.437 GHz];2 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
781;6-12-2021 12:47:02;00:3A:7D:12:43:B0;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];1 Station, 66Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
