;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
9;3-12-2021 13:13:14;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
12;3-12-2021 13:13:14;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
37;3-12-2021 13:13:14;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
44;3-12-2021 13:13:14;84:3D:C6:B9:38:EF;Cisco Systems Inc.;eduroam;-83;31;;Ch 116 [5.580 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
46;3-12-2021 13:13:14;84:3D:C6:B9:3B:0F;Cisco Systems Inc.;eduroam;-82;31;;Ch 40 [5.200 GHz];7 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
50;3-12-2021 13:13:14;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 43Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
55;3-12-2021 13:13:14;84:3D:C6:AD:AF:90;Cisco Systems Inc.;eduroam;-75;53;;Ch 11 [2.462 GHz];1 Station, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
56;3-12-2021 13:13:14;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-84;29;;Ch 11 [2.462 GHz];2 Stations, 43Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
61;3-12-2021 13:13:14;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;75;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
75;3-12-2021 13:13:14;84:3D:C6:B9:3B:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 11 [2.462 GHz];0 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
76;3-12-2021 13:13:14;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-76;50;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
83;3-12-2021 13:13:14;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-66;78;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
84;3-12-2021 13:13:14;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];2 Stations, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
86;3-12-2021 13:13:14;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-80;38;;Ch 1 [2.412 GHz];3 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
87;3-12-2021 13:13:14;84:3D:C6:C7:C1:80;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];2 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
94;3-12-2021 13:13:14;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 55Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
95;3-12-2021 13:13:14;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];0 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
96;3-12-2021 13:13:14;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-56;85;;Ch 1 [2.412 GHz];1 Station, 64Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
102;3-12-2021 13:13:14;84:3D:C6:BD:42:7F;Cisco Systems Inc.;eduroam;-74;52;;Ch 100 [5.500 GHz];12 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];12
105;3-12-2021 13:13:14;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
117;3-12-2021 13:13:19;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
120;3-12-2021 13:13:19;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
145;3-12-2021 13:13:19;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];1 Station, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
153;3-12-2021 13:13:19;84:3D:C6:B9:3B:0F;Cisco Systems Inc.;eduroam;-82;31;;Ch 40 [5.200 GHz];7 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
157;3-12-2021 13:13:19;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
161;3-12-2021 13:13:19;84:3D:C6:AD:AF:90;Cisco Systems Inc.;eduroam;-75;53;;Ch 11 [2.462 GHz];1 Station, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
165;3-12-2021 13:13:19;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-65;80;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
179;3-12-2021 13:13:19;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
185;3-12-2021 13:13:19;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-66;78;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
186;3-12-2021 13:13:19;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];2 Stations, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
188;3-12-2021 13:13:19;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 54Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
195;3-12-2021 13:13:19;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 55Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
196;3-12-2021 13:13:19;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];0 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
197;3-12-2021 13:13:19;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];1 Station, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
203;3-12-2021 13:13:19;84:3D:C6:BD:42:7F;Cisco Systems Inc.;eduroam;-74;52;;Ch 100 [5.500 GHz];12 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];12
206;3-12-2021 13:13:19;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-61;82;;Ch 11 [2.462 GHz];1 Station, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
218;3-12-2021 13:13:24;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
221;3-12-2021 13:13:24;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
247;3-12-2021 13:13:24;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];2 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
258;3-12-2021 13:13:24;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
262;3-12-2021 13:13:24;84:3D:C6:AD:AF:90;Cisco Systems Inc.;eduroam;-75;53;;Ch 11 [2.462 GHz];1 Station, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
266;3-12-2021 13:13:24;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;80;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
276;3-12-2021 13:13:24;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-75;53;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
282;3-12-2021 13:13:24;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-63;81;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
283;3-12-2021 13:13:24;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];1 Station, 62Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
285;3-12-2021 13:13:24;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 54Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
290;3-12-2021 13:13:24;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 55Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
291;3-12-2021 13:13:24;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];0 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
292;3-12-2021 13:13:24;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-56;85;;Ch 1 [2.412 GHz];1 Station, 64Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
293;3-12-2021 13:13:24;84:3D:C6:BD:42:7F;Cisco Systems Inc.;eduroam;-74;52;;Ch 100 [5.500 GHz];12 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];12
294;3-12-2021 13:13:24;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-64;80;;Ch 11 [2.462 GHz];1 Station, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
305;3-12-2021 13:13:29;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
308;3-12-2021 13:13:29;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
334;3-12-2021 13:13:29;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];2 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
345;3-12-2021 13:13:29;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
352;3-12-2021 13:13:29;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;75;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
362;3-12-2021 13:13:29;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
368;3-12-2021 13:13:29;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-69;70;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
369;3-12-2021 13:13:29;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];1 Station, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
371;3-12-2021 13:13:29;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 54Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
376;3-12-2021 13:13:29;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];1 Station, 62Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
377;3-12-2021 13:13:29;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];0 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
378;3-12-2021 13:13:29;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];1 Station, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
379;3-12-2021 13:13:29;84:3D:C6:BD:42:7F;Cisco Systems Inc.;eduroam;-74;52;;Ch 100 [5.500 GHz];12 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];12
380;3-12-2021 13:13:29;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-60;82;;Ch 11 [2.462 GHz];1 Station, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
391;3-12-2021 13:13:34;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
394;3-12-2021 13:13:34;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
420;3-12-2021 13:13:34;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];2 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
430;3-12-2021 13:13:34;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
437;3-12-2021 13:13:34;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;78;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
445;3-12-2021 13:13:34;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-77;46;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
449;3-12-2021 13:13:34;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-67;75;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
450;3-12-2021 13:13:34;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];1 Station, 70Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
452;3-12-2021 13:13:34;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 54Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
457;3-12-2021 13:13:34;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];1 Station, 62Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
458;3-12-2021 13:13:34;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];1 Station, 64Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
459;3-12-2021 13:13:34;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-64;80;;Ch 11 [2.462 GHz];1 Station, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
470;3-12-2021 13:13:39;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
473;3-12-2021 13:13:39;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];6 Stations, 38Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
499;3-12-2021 13:13:39;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];2 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
509;3-12-2021 13:13:39;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-82;33;;Ch 6 [2.437 GHz];0 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
516;3-12-2021 13:13:39;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;75;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
524;3-12-2021 13:13:39;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
528;3-12-2021 13:13:39;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-71;65;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
529;3-12-2021 13:13:39;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];1 Station, 68Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
531;3-12-2021 13:13:39;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
536;3-12-2021 13:13:39;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];1 Station, 62Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
537;3-12-2021 13:13:39;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-56;85;;Ch 1 [2.412 GHz];1 Station, 72Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
538;3-12-2021 13:13:39;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-62;81;;Ch 11 [2.462 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
549;3-12-2021 13:13:44;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
551;3-12-2021 13:13:44;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-75;53;;Ch 1 [2.412 GHz];6 Stations, 43Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
577;3-12-2021 13:13:44;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];2 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
587;3-12-2021 13:13:44;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
594;3-12-2021 13:13:45;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;78;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
602;3-12-2021 13:13:45;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-77;46;;Ch 116 [5.580 GHz];2 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
606;3-12-2021 13:13:45;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-67;75;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
607;3-12-2021 13:13:45;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];1 Station, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
609;3-12-2021 13:13:45;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 55Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
613;3-12-2021 13:13:45;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
614;3-12-2021 13:13:45;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-58;83;;Ch 1 [2.412 GHz];1 Station, 71Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
615;3-12-2021 13:13:45;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-65;80;;Ch 11 [2.462 GHz];1 Station, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
626;3-12-2021 13:13:50;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
628;3-12-2021 13:13:50;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];6 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
654;3-12-2021 13:13:50;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];2 Stations, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
664;3-12-2021 13:13:50;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
671;3-12-2021 13:13:50;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;78;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
679;3-12-2021 13:13:50;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
683;3-12-2021 13:13:50;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-69;70;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
684;3-12-2021 13:13:50;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];1 Station, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
686;3-12-2021 13:13:50;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];2 Stations, 47Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
690;3-12-2021 13:13:50;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 48Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
691;3-12-2021 13:13:50;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-55;85;;Ch 1 [2.412 GHz];1 Station, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
692;3-12-2021 13:13:50;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-65;80;;Ch 11 [2.462 GHz];1 Station, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
700;3-12-2021 13:13:55;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];6 Stations, 39Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
724;3-12-2021 13:13:55;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];2 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
734;3-12-2021 13:13:55;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
741;3-12-2021 13:13:55;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;75;;Ch 64 [5.320 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
