;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
2444;3-12-2021 13:15:47;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;82;;Ch 64 [5.320 GHz];6 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2454;3-12-2021 13:15:47;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2458;3-12-2021 13:15:47;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-66;78;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2459;3-12-2021 13:15:47;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];2 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2461;3-12-2021 13:15:47;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];4 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
2465;3-12-2021 13:15:47;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 51Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2466;3-12-2021 13:15:47;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-59;83;;Ch 1 [2.412 GHz];2 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2471;3-12-2021 13:15:47;84:3D:C6:BD:42:7F;Cisco Systems Inc.;eduroam;-82;33;;Ch 100 [5.500 GHz];9 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
2472;3-12-2021 13:15:47;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];0 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2482;3-12-2021 13:15:52;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 1 [2.412 GHz];5 Stations, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2494;3-12-2021 13:15:52;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-80;38;;Ch 1 [2.412 GHz];3 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2505;3-12-2021 13:15:52;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2515;3-12-2021 13:15:52;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 43Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2522;3-12-2021 13:15:52;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;82;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2532;3-12-2021 13:15:52;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2536;3-12-2021 13:15:52;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-68;72;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2537;3-12-2021 13:15:52;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];2 Stations, 49Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2539;3-12-2021 13:15:52;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];4 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
2543;3-12-2021 13:15:52;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 51Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2544;3-12-2021 13:15:52;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-58;83;;Ch 1 [2.412 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2545;3-12-2021 13:15:52;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-66;78;;Ch 11 [2.462 GHz];0 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2554;3-12-2021 13:15:57;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];5 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2566;3-12-2021 13:15:57;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-80;38;;Ch 1 [2.412 GHz];3 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2577;3-12-2021 13:15:57;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2587;3-12-2021 13:15:57;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2594;3-12-2021 13:15:57;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;82;;Ch 64 [5.320 GHz];6 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2604;3-12-2021 13:15:57;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2608;3-12-2021 13:15:57;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-65;80;;Ch 140 [5.700 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2609;3-12-2021 13:15:57;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];2 Stations, 49Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2611;3-12-2021 13:15:57;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];4 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
2615;3-12-2021 13:15:57;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 51Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2616;3-12-2021 13:15:57;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-61;82;;Ch 1 [2.412 GHz];2 Stations, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2617;3-12-2021 13:15:57;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];0 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2626;3-12-2021 13:16:02;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-81;35;;Ch 1 [2.412 GHz];5 Stations, 38Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2638;3-12-2021 13:16:02;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-80;38;;Ch 1 [2.412 GHz];3 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2649;3-12-2021 13:16:02;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];0 Stations, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2659;3-12-2021 13:16:02;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 39Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2666;3-12-2021 13:16:02;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-68;72;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2676;3-12-2021 13:16:02;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-78;43;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2680;3-12-2021 13:16:02;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-66;78;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2681;3-12-2021 13:16:02;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-67;75;;Ch 11 [2.462 GHz];2 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2683;3-12-2021 13:16:02;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];4 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
2687;3-12-2021 13:16:02;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-80;38;;Ch 11 [2.462 GHz];0 Stations, 51Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2688;3-12-2021 13:16:02;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];2 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2689;3-12-2021 13:16:02;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];0 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2698;3-12-2021 13:16:07;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2711;3-12-2021 13:16:07;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-82;33;;Ch 1 [2.412 GHz];0 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2722;3-12-2021 13:16:07;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];1 Station, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2732;3-12-2021 13:16:07;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];0 Stations, 39Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2739;3-12-2021 13:16:07;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;75;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2749;3-12-2021 13:16:07;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-77;46;;Ch 116 [5.580 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2753;3-12-2021 13:16:07;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-66;78;;Ch 140 [5.700 GHz];5 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2754;3-12-2021 13:16:07;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2756;3-12-2021 13:16:07;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];3 Stations, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2760;3-12-2021 13:16:07;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-79;40;;Ch 11 [2.462 GHz];0 Stations, 51Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2761;3-12-2021 13:16:07;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-61;82;;Ch 1 [2.412 GHz];2 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2762;3-12-2021 13:16:07;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-65;80;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2771;3-12-2021 13:16:12;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];6 Stations, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2784;3-12-2021 13:16:12;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-82;33;;Ch 1 [2.412 GHz];0 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2795;3-12-2021 13:16:12;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-76;50;;Ch 6 [2.437 GHz];1 Station, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2805;3-12-2021 13:16:12;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2812;3-12-2021 13:16:12;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-64;75;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2822;3-12-2021 13:16:12;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-75;53;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2826;3-12-2021 13:16:12;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-70;67;;Ch 140 [5.700 GHz];5 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2827;3-12-2021 13:16:12;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2829;3-12-2021 13:16:12;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];3 Stations, 44Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2833;3-12-2021 13:16:12;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];0 Stations, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2834;3-12-2021 13:16:12;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-58;83;;Ch 1 [2.412 GHz];2 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2835;3-12-2021 13:16:12;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-64;80;;Ch 11 [2.462 GHz];0 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2844;3-12-2021 13:16:17;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];6 Stations, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2857;3-12-2021 13:16:18;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2868;3-12-2021 13:16:18;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];1 Station, 43Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2878;3-12-2021 13:16:18;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-82;33;;Ch 6 [2.437 GHz];0 Stations, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2885;3-12-2021 13:16:18;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-65;80;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2895;3-12-2021 13:16:18;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-75;53;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2899;3-12-2021 13:16:18;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-67;75;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2900;3-12-2021 13:16:18;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2902;3-12-2021 13:16:18;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];3 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2906;3-12-2021 13:16:18;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];0 Stations, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2907;3-12-2021 13:16:18;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-60;82;;Ch 1 [2.412 GHz];2 Stations, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2908;3-12-2021 13:16:18;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-64;80;;Ch 11 [2.462 GHz];0 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2917;3-12-2021 13:16:23;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];6 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2930;3-12-2021 13:16:23;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2941;3-12-2021 13:16:23;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];1 Station, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2951;3-12-2021 13:16:23;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 38Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2958;3-12-2021 13:16:23;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;80;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2968;3-12-2021 13:16:23;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-76;50;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2972;3-12-2021 13:16:23;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-69;70;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
2973;3-12-2021 13:16:23;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2975;3-12-2021 13:16:23;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];3 Stations, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
2979;3-12-2021 13:16:23;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];0 Stations, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2980;3-12-2021 13:16:23;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-58;83;;Ch 1 [2.412 GHz];2 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2981;3-12-2021 13:16:23;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-64;80;;Ch 11 [2.462 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2990;3-12-2021 13:16:28;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];6 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
3003;3-12-2021 13:16:28;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3014;3-12-2021 13:16:28;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-76;50;;Ch 6 [2.437 GHz];1 Station, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3024;3-12-2021 13:16:28;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3031;3-12-2021 13:16:28;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-66;78;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
3041;3-12-2021 13:16:28;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-75;53;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
3045;3-12-2021 13:16:28;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-69;70;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3046;3-12-2021 13:16:28;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-68;72;;Ch 11 [2.462 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3048;3-12-2021 13:16:28;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];3 Stations, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
3052;3-12-2021 13:16:28;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-81;35;;Ch 11 [2.462 GHz];0 Stations, 52Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3053;3-12-2021 13:16:28;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];2 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3054;3-12-2021 13:16:28;84:3D:C6:C7:EE:90;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3063;3-12-2021 13:16:33;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-78;43;;Ch 1 [2.412 GHz];5 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3076;3-12-2021 13:16:33;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3087;3-12-2021 13:16:33;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3097;3-12-2021 13:16:33;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-81;35;;Ch 6 [2.437 GHz];0 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3104;3-12-2021 13:16:33;84:3D:C6:C7:EE:9F;Cisco Systems Inc.;eduroam;-67;75;;Ch 64 [5.320 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
3114;3-12-2021 13:16:33;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-76;50;;Ch 116 [5.580 GHz];3 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
3118;3-12-2021 13:16:33;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-69;70;;Ch 140 [5.700 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3119;3-12-2021 13:16:33;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];1 Station, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3121;3-12-2021 13:16:33;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];2 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3125;3-12-2021 13:16:33;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-82;33;;Ch 11 [2.462 GHz];0 Stations, 46Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3126;3-12-2021 13:16:33;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-57;84;;Ch 1 [2.412 GHz];2 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
