;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
3175;6-12-2021 13:11:22;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-83;31;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3180;6-12-2021 13:11:22;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-64;80;;Ch 11 [2.462 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3194;6-12-2021 13:11:22;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-45;91;;Ch 6 [2.437 GHz];1 Station, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3209;6-12-2021 13:11:22;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-69;70;;Ch 6 [2.437 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3210;6-12-2021 13:11:22;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-49;88;;Ch 36 [5.180 GHz];15 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3217;6-12-2021 13:11:22;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3219;6-12-2021 13:11:22;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];1 Station, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3223;6-12-2021 13:11:27;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-49;88;;Ch 11 [2.462 GHz];0 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3231;6-12-2021 13:11:27;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];0 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3236;6-12-2021 13:11:27;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-63;81;;Ch 116 [5.580 GHz];5 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3237;6-12-2021 13:11:27;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-52;87;;Ch 64 [5.320 GHz];19 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3246;6-12-2021 13:11:27;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3251;6-12-2021 13:11:27;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-65;80;;Ch 11 [2.462 GHz];1 Station, 19Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3265;6-12-2021 13:11:27;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-42;92;;Ch 6 [2.437 GHz];1 Station, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3280;6-12-2021 13:11:27;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-71;65;;Ch 6 [2.437 GHz];0 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3281;6-12-2021 13:11:27;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-49;88;;Ch 36 [5.180 GHz];15 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3288;6-12-2021 13:11:27;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3290;6-12-2021 13:11:27;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-71;65;;Ch 1 [2.412 GHz];1 Station, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3294;6-12-2021 13:11:33;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-53;86;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3302;6-12-2021 13:11:33;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-68;72;;Ch 1 [2.412 GHz];0 Stations, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3307;6-12-2021 13:11:33;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-65;80;;Ch 116 [5.580 GHz];5 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3308;6-12-2021 13:11:33;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-46;90;;Ch 64 [5.320 GHz];19 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3316;6-12-2021 13:11:33;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3322;6-12-2021 13:11:33;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-72;62;;Ch 11 [2.462 GHz];1 Station, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3337;6-12-2021 13:11:33;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-47;90;;Ch 6 [2.437 GHz];1 Station, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3352;6-12-2021 13:11:33;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-71;65;;Ch 6 [2.437 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3353;6-12-2021 13:11:33;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-49;88;;Ch 36 [5.180 GHz];15 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3359;6-12-2021 13:11:33;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 13Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3361;6-12-2021 13:11:33;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-76;50;;Ch 1 [2.412 GHz];1 Station, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3365;6-12-2021 13:11:38;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-49;88;;Ch 11 [2.462 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3373;6-12-2021 13:11:38;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-69;70;;Ch 1 [2.412 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3378;6-12-2021 13:11:38;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-63;81;;Ch 116 [5.580 GHz];5 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3379;6-12-2021 13:11:38;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-53;86;;Ch 64 [5.320 GHz];19 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3386;6-12-2021 13:11:38;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3392;6-12-2021 13:11:38;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-65;80;;Ch 11 [2.462 GHz];1 Station, 15Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3407;6-12-2021 13:11:38;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-42;92;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3422;6-12-2021 13:11:38;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-71;65;;Ch 6 [2.437 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3423;6-12-2021 13:11:38;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-57;88;;Ch 36 [5.180 GHz];15 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3429;6-12-2021 13:11:38;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3431;6-12-2021 13:11:38;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];1 Station, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3435;6-12-2021 13:11:43;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-54;86;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3443;6-12-2021 13:11:43;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-69;70;;Ch 1 [2.412 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3448;6-12-2021 13:11:43;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-65;80;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3449;6-12-2021 13:11:43;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-50;88;;Ch 64 [5.320 GHz];19 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3456;6-12-2021 13:11:43;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3462;6-12-2021 13:11:43;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-72;62;;Ch 11 [2.462 GHz];1 Station, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3477;6-12-2021 13:11:43;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-47;90;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3492;6-12-2021 13:11:43;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-69;70;;Ch 6 [2.437 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3493;6-12-2021 13:11:43;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-56;87;;Ch 36 [5.180 GHz];15 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3499;6-12-2021 13:11:43;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3501;6-12-2021 13:11:43;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];1 Station, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3505;6-12-2021 13:11:48;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-54;86;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3513;6-12-2021 13:11:48;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-70;67;;Ch 1 [2.412 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3518;6-12-2021 13:11:48;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-67;75;;Ch 116 [5.580 GHz];5 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3519;6-12-2021 13:11:48;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-50;88;;Ch 64 [5.320 GHz];19 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3527;6-12-2021 13:11:48;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3533;6-12-2021 13:11:48;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-72;62;;Ch 11 [2.462 GHz];1 Station, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3548;6-12-2021 13:11:48;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-47;90;;Ch 6 [2.437 GHz];1 Station, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3563;6-12-2021 13:11:48;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-72;62;;Ch 6 [2.437 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3564;6-12-2021 13:11:48;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-55;87;;Ch 36 [5.180 GHz];15 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3571;6-12-2021 13:11:48;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 6 [2.437 GHz];0 Stations, 13Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3573;6-12-2021 13:11:48;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];1 Station, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3577;6-12-2021 13:11:53;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-57;84;;Ch 11 [2.462 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3585;6-12-2021 13:11:53;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-68;72;;Ch 1 [2.412 GHz];0 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3590;6-12-2021 13:11:53;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-64;80;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3591;6-12-2021 13:11:53;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-47;90;;Ch 64 [5.320 GHz];19 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3599;6-12-2021 13:11:53;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3605;6-12-2021 13:11:53;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-71;65;;Ch 11 [2.462 GHz];2 Stations, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3620;6-12-2021 13:11:53;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-42;92;;Ch 6 [2.437 GHz];1 Station, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3635;6-12-2021 13:11:53;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-70;67;;Ch 6 [2.437 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3636;6-12-2021 13:11:53;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-53;87;;Ch 36 [5.180 GHz];15 Stations, 56Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3643;6-12-2021 13:11:53;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3645;6-12-2021 13:11:53;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];1 Station, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3649;6-12-2021 13:11:58;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-57;84;;Ch 11 [2.462 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3657;6-12-2021 13:11:58;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-68;72;;Ch 1 [2.412 GHz];0 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3662;6-12-2021 13:11:58;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-66;78;;Ch 116 [5.580 GHz];5 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3663;6-12-2021 13:11:58;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-49;88;;Ch 64 [5.320 GHz];19 Stations, 19Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3671;6-12-2021 13:11:58;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-80;38;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3677;6-12-2021 13:11:58;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-71;65;;Ch 11 [2.462 GHz];2 Stations, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3692;6-12-2021 13:11:58;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-49;88;;Ch 6 [2.437 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3707;6-12-2021 13:11:58;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-74;57;;Ch 6 [2.437 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3708;6-12-2021 13:11:58;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-55;87;;Ch 36 [5.180 GHz];15 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3715;6-12-2021 13:11:58;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-79;40;;Ch 6 [2.437 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3717;6-12-2021 13:11:58;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];1 Station, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3721;6-12-2021 13:12:03;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-49;88;;Ch 11 [2.462 GHz];0 Stations, 31Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3729;6-12-2021 13:12:03;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-68;72;;Ch 1 [2.412 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3734;6-12-2021 13:12:03;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-63;81;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3735;6-12-2021 13:12:03;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-46;90;;Ch 64 [5.320 GHz];19 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3743;6-12-2021 13:12:03;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-80;38;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3749;6-12-2021 13:12:03;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];3 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
3764;6-12-2021 13:12:03;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-47;90;;Ch 6 [2.437 GHz];1 Station, 22Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3779;6-12-2021 13:12:03;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-69;70;;Ch 6 [2.437 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3780;6-12-2021 13:12:03;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-53;87;;Ch 36 [5.180 GHz];15 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3787;6-12-2021 13:12:03;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-76;50;;Ch 6 [2.437 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3789;6-12-2021 13:12:03;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-71;65;;Ch 1 [2.412 GHz];1 Station, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3793;6-12-2021 13:12:08;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-44;91;;Ch 11 [2.462 GHz];0 Stations, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3801;6-12-2021 13:12:08;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];0 Stations, 19Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3806;6-12-2021 13:12:08;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-68;72;;Ch 116 [5.580 GHz];5 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3807;6-12-2021 13:12:08;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-50;88;;Ch 64 [5.320 GHz];19 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3815;6-12-2021 13:12:08;84:3D:C6:D5:27:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3817;6-12-2021 13:12:08;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-80;38;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3825;6-12-2021 13:12:08;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-69;70;;Ch 11 [2.462 GHz];3 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
3841;6-12-2021 13:12:08;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-44;91;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3857;6-12-2021 13:12:08;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-69;70;;Ch 6 [2.437 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3858;6-12-2021 13:12:08;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-53;87;;Ch 36 [5.180 GHz];15 Stations, 89Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
3865;6-12-2021 13:12:08;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 6 [2.437 GHz];0 Stations, 11Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3867;6-12-2021 13:12:08;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];1 Station, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3871;6-12-2021 13:12:13;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-51;87;;Ch 11 [2.462 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3879;6-12-2021 13:12:13;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-70;67;;Ch 1 [2.412 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3884;6-12-2021 13:12:13;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-63;81;;Ch 116 [5.580 GHz];5 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];5
3885;6-12-2021 13:12:13;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-50;88;;Ch 64 [5.320 GHz];19 Stations, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];19
3893;6-12-2021 13:12:13;84:3D:C6:D5:27:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3895;6-12-2021 13:12:13;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-80;38;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3903;6-12-2021 13:12:13;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];4 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
3919;6-12-2021 13:12:13;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-50;88;;Ch 6 [2.437 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3935;6-12-2021 13:12:13;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-71;65;;Ch 6 [2.437 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
