;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
222;6-12-2021 13:09:04;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-81;35;;Ch 40 [5.200 GHz];0 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
228;6-12-2021 13:09:04;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-74;57;;Ch 11 [2.462 GHz];1 Station, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
248;6-12-2021 13:09:04;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-54;86;;Ch 6 [2.437 GHz];1 Station, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
266;6-12-2021 13:09:04;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-67;75;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
271;6-12-2021 13:09:04;84:3D:C6:C7:C1:8F;Cisco Systems Inc.;eduroam;-77;46;;Ch 36 [5.180 GHz];4 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
272;6-12-2021 13:09:04;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-51;87;;Ch 36 [5.180 GHz];14 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];14
279;6-12-2021 13:09:04;84:3D:C6:D5:27:4F;Cisco Systems Inc.;eduroam;-72;62;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
285;6-12-2021 13:09:04;00:3A:7D:34:E0:EF;Cisco Systems Inc.;eduroam;-82;33;;Ch 112 [5.560 GHz];14 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];14
287;6-12-2021 13:09:04;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];0 Stations, 16Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
290;6-12-2021 13:09:04;00:3A:7D:34:E6:20;Cisco Systems Inc.;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 55Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
291;6-12-2021 13:09:04;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
292;6-12-2021 13:09:04;84:3D:C6:B9:38:EF;Cisco Systems Inc.;eduroam;-69;70;;Ch 116 [5.580 GHz];2 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
327;6-12-2021 13:09:09;00:3A:7D:34:E9:10;Cisco Systems Inc.;eduroam;-82;33;;Ch 6 [2.437 GHz];1 Station, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
330;6-12-2021 13:09:09;84:3D:C6:B9:27:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 132 [5.660 GHz];4 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
345;6-12-2021 13:09:09;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-53;86;;Ch 11 [2.462 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
348;6-12-2021 13:09:09;00:3A:7D:44:92:40;Cisco Systems Inc.;eduroam;-71;65;;Ch 11 [2.462 GHz];1 Station, 78Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
354;6-12-2021 13:09:09;00:3A:7D:1E:DD:C0;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];1 Station, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
363;6-12-2021 13:09:09;84:3D:C6:B4:E3:9F;Cisco Systems Inc.;eduroam;-68;72;;Ch 36 [5.180 GHz];3 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
366;6-12-2021 13:09:09;00:3A:7D:12:41:2F;Cisco Systems Inc.;eduroam;-79;40;;Ch 44 [5.220 GHz];8 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];8
375;6-12-2021 13:09:09;84:3D:C6:B8:FB:00;Cisco Systems Inc.;eduroam;-79;40;;Ch 1 [2.412 GHz];1 Station, 57Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
376;6-12-2021 13:09:09;00:3A:7D:34:7D:40;Cisco Systems Inc.;eduroam;-71;65;;Ch 6 [2.437 GHz];4 Stations, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
378;6-12-2021 13:09:09;84:3D:C6:AD:B5:80;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];1 Station, 47Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
379;6-12-2021 13:09:09;84:3D:C6:BD:4C:A0;Cisco Systems Inc.;eduroam;-70;67;;Ch 1 [2.412 GHz];2 Stations, 60Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
383;6-12-2021 13:09:09;84:3D:C6:B9:27:40;Cisco Systems Inc.;eduroam;-65;80;;Ch 6 [2.437 GHz];1 Station, 54Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
384;6-12-2021 13:09:09;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-72;62;;Ch 6 [2.437 GHz];0 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
389;6-12-2021 13:09:09;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];0 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
394;6-12-2021 13:09:09;84:3D:C6:C7:C1:80;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];1 Station, 38Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
400;6-12-2021 13:09:10;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-67;75;;Ch 116 [5.580 GHz];6 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
403;6-12-2021 13:09:10;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-41;93;;Ch 64 [5.320 GHz];18 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];18
415;6-12-2021 13:09:10;00:3A:7D:34:E6:2F;Cisco Systems Inc.;eduroam;-77;46;;Ch 36 [5.180 GHz];15 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
431;6-12-2021 13:09:10;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 140 [5.700 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
434;6-12-2021 13:09:10;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-63;81;;Ch 6 [2.437 GHz];4 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
441;6-12-2021 13:09:10;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-58;83;;Ch 1 [2.412 GHz];3 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
442;6-12-2021 13:09:10;00:3A:7D:44:92:4F;Cisco Systems Inc.;eduroam;-67;75;;Ch 52 [5.260 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
446;6-12-2021 13:09:10;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];3 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
455;6-12-2021 13:09:10;00:3A:7D:27:B9:EF;Cisco Systems Inc.;eduroam;-77;46;;Ch 40 [5.200 GHz];34 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];34
461;6-12-2021 13:09:10;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-63;81;;Ch 116 [5.580 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
472;6-12-2021 13:09:10;84:3D:C6:B9:2E:0F;Cisco Systems Inc.;eduroam;-75;82;;Ch 64 [5.320 GHz];9 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
477;6-12-2021 13:09:10;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];2 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
482;6-12-2021 13:09:10;84:3D:C6:B8:E8:40;Cisco Systems Inc.;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 60Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
491;6-12-2021 13:09:10;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-66;78;;Ch 11 [2.462 GHz];0 Stations, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
493;6-12-2021 13:09:10;84:3D:C6:BD:42:7F;Cisco Systems Inc.;eduroam;-60;82;;Ch 100 [5.500 GHz];15 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
500;6-12-2021 13:09:10;84:3D:C6:C7:BC:DF;Cisco Systems Inc.;eduroam;-77;46;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
501;6-12-2021 13:09:10;00:3A:7D:27:B9:E0;Cisco Systems Inc.;eduroam;-70;67;;Ch 1 [2.412 GHz];6 Stations, 58Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
512;6-12-2021 13:09:10;84:3D:C6:BD:31:0F;Cisco Systems Inc.;eduroam;-79;40;;Ch 116 [5.580 GHz];0 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
514;6-12-2021 13:09:10;84:3D:C6:B9:37:1F;Cisco Systems Inc.;eduroam;-82;33;;Ch 40 [5.200 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
520;6-12-2021 13:09:10;84:3D:C6:BD:31:00;Cisco Systems Inc.;eduroam;-77;46;;Ch 11 [2.462 GHz];1 Station, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
540;6-12-2021 13:09:10;84:3D:C6:B9:3C:70;Cisco Systems Inc.;eduroam;-51;87;;Ch 6 [2.437 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
558;6-12-2021 13:09:10;84:3D:C6:B9:37:10;Cisco Systems Inc.;eduroam;-62;81;;Ch 6 [2.437 GHz];1 Station, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
563;6-12-2021 13:09:10;84:3D:C6:C7:C1:8F;Cisco Systems Inc.;eduroam;-77;46;;Ch 36 [5.180 GHz];4 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
564;6-12-2021 13:09:10;84:3D:C6:B9:3C:7F;Cisco Systems Inc.;eduroam;-51;87;;Ch 36 [5.180 GHz];14 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];14
571;6-12-2021 13:09:10;84:3D:C6:D5:27:4F;Cisco Systems Inc.;eduroam;-72;62;;Ch 48 [5.240 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
577;6-12-2021 13:09:10;00:3A:7D:34:E0:EF;Cisco Systems Inc.;eduroam;-82;33;;Ch 112 [5.560 GHz];14 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];14
579;6-12-2021 13:09:10;84:3D:C6:A8:A4:00;Cisco Systems Inc.;eduroam;-83;31;;Ch 6 [2.437 GHz];0 Stations, 15Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
582;6-12-2021 13:09:10;00:3A:7D:34:E6:20;Cisco Systems Inc.;eduroam;-63;81;;Ch 11 [2.462 GHz];1 Station, 55Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
583;6-12-2021 13:09:10;84:3D:C6:D5:27:40;Cisco Systems Inc.;eduroam;-77;46;;Ch 1 [2.412 GHz];1 Station, 18Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
584;6-12-2021 13:09:10;84:3D:C6:B9:38:EF;Cisco Systems Inc.;eduroam;-69;70;;Ch 116 [5.580 GHz];2 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
618;6-12-2021 13:09:15;00:3A:7D:34:E9:10;Cisco Systems Inc.;eduroam;-82;33;;Ch 6 [2.437 GHz];1 Station, 53Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
621;6-12-2021 13:09:15;84:3D:C6:B9:27:4F;Cisco Systems Inc.;eduroam;-79;40;;Ch 132 [5.660 GHz];4 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
635;6-12-2021 13:09:15;84:3D:C6:D5:27:50;Cisco Systems Inc.;eduroam;-50;88;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
638;6-12-2021 13:09:15;00:3A:7D:44:92:40;Cisco Systems Inc.;eduroam;-71;65;;Ch 11 [2.462 GHz];1 Station, 78Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
644;6-12-2021 13:09:15;00:3A:7D:1E:DD:C0;Cisco Systems Inc.;eduroam;-78;43;;Ch 6 [2.437 GHz];1 Station, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
652;6-12-2021 13:09:15;84:3D:C6:B4:E3:9F;Cisco Systems Inc.;eduroam;-68;72;;Ch 36 [5.180 GHz];3 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
655;6-12-2021 13:09:15;00:3A:7D:12:41:2F;Cisco Systems Inc.;eduroam;-79;40;;Ch 44 [5.220 GHz];8 Stations, 4Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];8
664;6-12-2021 13:09:15;00:3A:7D:34:7D:40;Cisco Systems Inc.;eduroam;-71;65;;Ch 6 [2.437 GHz];4 Stations, 36Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
666;6-12-2021 13:09:15;84:3D:C6:AD:B5:80;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];1 Station, 47Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
667;6-12-2021 13:09:15;84:3D:C6:BD:4C:A0;Cisco Systems Inc.;eduroam;-70;67;;Ch 1 [2.412 GHz];2 Stations, 60Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
671;6-12-2021 13:09:15;84:3D:C6:B9:27:40;Cisco Systems Inc.;eduroam;-65;80;;Ch 6 [2.437 GHz];1 Station, 54Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
672;6-12-2021 13:09:15;84:3D:C6:B9:38:E0;Cisco Systems Inc.;eduroam;-72;62;;Ch 6 [2.437 GHz];0 Stations, 40Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
677;6-12-2021 13:09:15;84:3D:C6:B9:02:70;Cisco Systems Inc.;eduroam;-72;62;;Ch 1 [2.412 GHz];0 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
682;6-12-2021 13:09:15;84:3D:C6:C7:C1:80;Cisco Systems Inc.;eduroam;-80;38;;Ch 6 [2.437 GHz];1 Station, 38Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
688;6-12-2021 13:09:15;84:3D:C6:B9:02:7F;Cisco Systems Inc.;eduroam;-65;80;;Ch 116 [5.580 GHz];6 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
691;6-12-2021 13:09:15;84:3D:C6:D5:27:5F;Cisco Systems Inc.;eduroam;-45;91;;Ch 64 [5.320 GHz];20 Stations, 11Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];20
702;6-12-2021 13:09:15;00:3A:7D:34:E6:2F;Cisco Systems Inc.;eduroam;-77;46;;Ch 36 [5.180 GHz];15 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];15
717;6-12-2021 13:09:15;84:3D:C6:B8:F9:DF;Cisco Systems Inc.;eduroam;-78;43;;Ch 140 [5.700 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
720;6-12-2021 13:09:15;00:3A:7D:34:D9:10;Cisco Systems Inc.;eduroam;-63;81;;Ch 6 [2.437 GHz];4 Stations, 41Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
727;6-12-2021 13:09:15;84:3D:C6:BD:42:70;Cisco Systems Inc.;eduroam;-58;83;;Ch 1 [2.412 GHz];3 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
728;6-12-2021 13:09:15;00:3A:7D:44:92:4F;Cisco Systems Inc.;eduroam;-67;75;;Ch 52 [5.260 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
732;6-12-2021 13:09:15;84:3D:C6:B8:F9:D0;Cisco Systems Inc.;eduroam;-74;57;;Ch 1 [2.412 GHz];3 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];3
741;6-12-2021 13:09:15;00:3A:7D:27:B9:EF;Cisco Systems Inc.;eduroam;-77;46;;Ch 40 [5.200 GHz];34 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];34
747;6-12-2021 13:09:15;84:3D:C6:B8:E8:4F;Cisco Systems Inc.;eduroam;-63;81;;Ch 116 [5.580 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
758;6-12-2021 13:09:15;84:3D:C6:B9:2E:0F;Cisco Systems Inc.;eduroam;-75;82;;Ch 64 [5.320 GHz];9 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
763;6-12-2021 13:09:15;84:3D:C6:B9:2E:00;Cisco Systems Inc.;eduroam;-64;80;;Ch 1 [2.412 GHz];2 Stations, 35Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
775;6-12-2021 13:09:15;84:3D:C6:C7:BC:D0;Cisco Systems Inc.;eduroam;-66;78;;Ch 11 [2.462 GHz];0 Stations, 65Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
