;date;mac;provider;access_point;signal_strength;quality;unknown2;frequency;stations;device;station_count
2617;3-12-2021 12:49:06;00:A6:CA:44:6E:80;;eduroam;-80;38;;Ch 6 [2.437 GHz];1 Station, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2628;3-12-2021 12:49:06;84:3D:C6:B4:E4:00;;eduroam;-51;87;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2640;3-12-2021 12:49:06;84:3D:C6:BD:51:E0;;eduroam;-65;80;;Ch 11 [2.462 GHz];0 Stations, 15Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2641;3-12-2021 12:49:06;84:3D:C6:62:D2:B0;;eduroam;-56;85;;Ch 11 [2.462 GHz];6 Stations, 32Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2647;3-12-2021 12:49:06;84:3D:C6:B9:2A:C0;;eduroam;-51;87;;Ch 1 [2.412 GHz];1 Station, 13Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2653;3-12-2021 12:49:11;84:3D:C6:B4:E1:E0;;eduroam;-82;33;;Ch 6 [2.437 GHz];2 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2676;3-12-2021 12:49:11;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2677;3-12-2021 12:49:11;84:3D:C6:B9:1B:60;;eduroam;-78;43;;Ch 1 [2.412 GHz];0 Stations, 27Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2678;3-12-2021 12:49:11;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2683;3-12-2021 12:49:11;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];2 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2689;3-12-2021 12:49:11;84:3D:C6:62:D2:BF;;eduroam;-54;86;;Ch 64 [5.320 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2695;3-12-2021 12:49:11;84:3D:C6:B4:E4:0F;;eduroam;-49;88;;Ch 48 [5.240 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2699;3-12-2021 12:49:11;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];9 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];9
2705;3-12-2021 12:49:11;84:3D:C6:BD:51:EF;;eduroam;-72;62;;Ch 36 [5.180 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2706;3-12-2021 12:49:11;00:A6:CA:44:6E:80;;eduroam;-76;50;;Ch 6 [2.437 GHz];1 Station, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2717;3-12-2021 12:49:11;84:3D:C6:B4:E4:00;;eduroam;-52;87;;Ch 6 [2.437 GHz];0 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2729;3-12-2021 12:49:11;84:3D:C6:BD:51:E0;;eduroam;-66;78;;Ch 11 [2.462 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2730;3-12-2021 12:49:11;84:3D:C6:62:D2:B0;;eduroam;-61;82;;Ch 11 [2.462 GHz];6 Stations, 20Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
2736;3-12-2021 12:49:11;84:3D:C6:B9:2A:C0;;eduroam;-48;89;;Ch 1 [2.412 GHz];1 Station, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2742;3-12-2021 12:49:16;84:3D:C6:B4:E1:E0;;eduroam;-82;33;;Ch 6 [2.437 GHz];2 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2765;3-12-2021 12:49:16;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2766;3-12-2021 12:49:16;84:3D:C6:B9:1B:60;;eduroam;-76;50;;Ch 1 [2.412 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2767;3-12-2021 12:49:16;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2772;3-12-2021 12:49:16;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];2 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2778;3-12-2021 12:49:16;84:3D:C6:62:D2:BF;;eduroam;-53;86;;Ch 64 [5.320 GHz];0 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2784;3-12-2021 12:49:16;84:3D:C6:B4:E4:0F;;eduroam;-51;87;;Ch 48 [5.240 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2788;3-12-2021 12:49:16;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];8 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];8
2794;3-12-2021 12:49:16;84:3D:C6:BD:51:EF;;eduroam;-79;40;;Ch 36 [5.180 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2795;3-12-2021 12:49:16;00:A6:CA:44:6E:80;;eduroam;-78;43;;Ch 6 [2.437 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2806;3-12-2021 12:49:16;84:3D:C6:B4:E4:00;;eduroam;-54;86;;Ch 6 [2.437 GHz];0 Stations, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2818;3-12-2021 12:49:16;84:3D:C6:BD:51:E0;;eduroam;-68;72;;Ch 11 [2.462 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2819;3-12-2021 12:49:16;84:3D:C6:62:D2:B0;;eduroam;-56;85;;Ch 11 [2.462 GHz];4 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
2825;3-12-2021 12:49:16;84:3D:C6:B9:2A:C0;;eduroam;-51;87;;Ch 1 [2.412 GHz];1 Station, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2831;3-12-2021 12:49:21;84:3D:C6:B4:E1:E0;;eduroam;-82;33;;Ch 6 [2.437 GHz];2 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2854;3-12-2021 12:49:21;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2855;3-12-2021 12:49:21;84:3D:C6:B9:1B:60;;eduroam;-76;50;;Ch 1 [2.412 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2856;3-12-2021 12:49:21;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2861;3-12-2021 12:49:21;84:3D:C6:B9:1B:6F;;eduroam;-74;57;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2867;3-12-2021 12:49:21;84:3D:C6:62:D2:BF;;eduroam;-56;85;;Ch 64 [5.320 GHz];0 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2873;3-12-2021 12:49:21;84:3D:C6:B4:E4:0F;;eduroam;-51;87;;Ch 48 [5.240 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2877;3-12-2021 12:49:21;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];7 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
2883;3-12-2021 12:49:21;84:3D:C6:BD:51:EF;;eduroam;-73;60;;Ch 36 [5.180 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2884;3-12-2021 12:49:21;00:A6:CA:44:6E:80;;eduroam;-76;50;;Ch 6 [2.437 GHz];1 Station, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2895;3-12-2021 12:49:21;84:3D:C6:B4:E4:00;;eduroam;-57;84;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2907;3-12-2021 12:49:21;84:3D:C6:BD:51:E0;;eduroam;-68;72;;Ch 11 [2.462 GHz];0 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2908;3-12-2021 12:49:21;84:3D:C6:62:D2:B0;;eduroam;-56;85;;Ch 11 [2.462 GHz];4 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
2914;3-12-2021 12:49:21;84:3D:C6:B9:2A:C0;;eduroam;-47;90;;Ch 1 [2.412 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2920;3-12-2021 12:49:26;84:3D:C6:B4:E1:E0;;eduroam;-82;33;;Ch 6 [2.437 GHz];2 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2943;3-12-2021 12:49:26;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2944;3-12-2021 12:49:26;84:3D:C6:B9:1B:60;;eduroam;-77;46;;Ch 1 [2.412 GHz];0 Stations, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2945;3-12-2021 12:49:26;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2950;3-12-2021 12:49:26;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
2956;3-12-2021 12:49:26;84:3D:C6:62:D2:BF;;eduroam;-53;86;;Ch 64 [5.320 GHz];0 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2962;3-12-2021 12:49:26;84:3D:C6:B4:E4:0F;;eduroam;-53;86;;Ch 48 [5.240 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2966;3-12-2021 12:49:26;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];7 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
2972;3-12-2021 12:49:26;84:3D:C6:BD:51:EF;;eduroam;-74;57;;Ch 36 [5.180 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2973;3-12-2021 12:49:26;00:A6:CA:44:6E:80;;eduroam;-81;35;;Ch 6 [2.437 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
2984;3-12-2021 12:49:26;84:3D:C6:B4:E4:00;;eduroam;-54;86;;Ch 6 [2.437 GHz];0 Stations, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2996;3-12-2021 12:49:26;84:3D:C6:BD:51:E0;;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
2997;3-12-2021 12:49:26;84:3D:C6:62:D2:B0;;eduroam;-56;85;;Ch 11 [2.462 GHz];4 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
3003;3-12-2021 12:49:26;84:3D:C6:B9:2A:C0;;eduroam;-49;88;;Ch 1 [2.412 GHz];0 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3009;3-12-2021 12:49:31;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];2 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3032;3-12-2021 12:49:31;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3033;3-12-2021 12:49:31;84:3D:C6:B9:1B:60;;eduroam;-78;43;;Ch 1 [2.412 GHz];0 Stations, 24Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3034;3-12-2021 12:49:31;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3039;3-12-2021 12:49:31;84:3D:C6:B9:1B:6F;;eduroam;-72;62;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3045;3-12-2021 12:49:31;84:3D:C6:62:D2:BF;;eduroam;-55;85;;Ch 64 [5.320 GHz];0 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3051;3-12-2021 12:49:31;84:3D:C6:B4:E4:0F;;eduroam;-48;89;;Ch 48 [5.240 GHz];1 Station, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3055;3-12-2021 12:49:31;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];7 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
3061;3-12-2021 12:49:31;84:3D:C6:BD:51:EF;;eduroam;-71;65;;Ch 36 [5.180 GHz];1 Station, 3Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3062;3-12-2021 12:49:31;00:A6:CA:44:6E:80;;eduroam;-76;50;;Ch 6 [2.437 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3073;3-12-2021 12:49:31;84:3D:C6:B4:E4:00;;eduroam;-54;86;;Ch 6 [2.437 GHz];0 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3085;3-12-2021 12:49:31;84:3D:C6:BD:51:E0;;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3086;3-12-2021 12:49:31;84:3D:C6:62:D2:B0;;eduroam;-56;85;;Ch 11 [2.462 GHz];4 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];4
3092;3-12-2021 12:49:31;84:3D:C6:B9:2A:C0;;eduroam;-44;91;;Ch 1 [2.412 GHz];0 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3098;3-12-2021 12:49:36;84:3D:C6:B4:E1:E0;;eduroam;-80;38;;Ch 6 [2.437 GHz];2 Stations, 12Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3121;3-12-2021 12:49:36;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3122;3-12-2021 12:49:36;84:3D:C6:B9:1B:60;;eduroam;-77;46;;Ch 1 [2.412 GHz];0 Stations, 28Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3123;3-12-2021 12:49:36;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3128;3-12-2021 12:49:36;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3134;3-12-2021 12:49:36;84:3D:C6:62:D2:BF;;eduroam;-52;87;;Ch 64 [5.320 GHz];0 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3140;3-12-2021 12:49:36;84:3D:C6:B4:E4:0F;;eduroam;-54;86;;Ch 48 [5.240 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3144;3-12-2021 12:49:36;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];7 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
3150;3-12-2021 12:49:36;84:3D:C6:BD:51:EF;;eduroam;-76;50;;Ch 36 [5.180 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3151;3-12-2021 12:49:36;00:A6:CA:44:6E:80;;eduroam;-80;38;;Ch 6 [2.437 GHz];1 Station, 42Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3162;3-12-2021 12:49:36;84:3D:C6:B4:E4:00;;eduroam;-51;87;;Ch 6 [2.437 GHz];0 Stations, 6Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3174;3-12-2021 12:49:36;84:3D:C6:BD:51:E0;;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 11Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3175;3-12-2021 12:49:36;84:3D:C6:62:D2:B0;;eduroam;-57;84;;Ch 11 [2.462 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3181;3-12-2021 12:49:36;84:3D:C6:B9:2A:C0;;eduroam;-48;89;;Ch 1 [2.412 GHz];0 Stations, 9Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3187;3-12-2021 12:49:41;84:3D:C6:B4:E1:E0;;eduroam;-83;31;;Ch 6 [2.437 GHz];2 Stations, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3210;3-12-2021 12:49:41;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3211;3-12-2021 12:49:41;84:3D:C6:B9:1B:60;;eduroam;-79;40;;Ch 1 [2.412 GHz];0 Stations, 30Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3212;3-12-2021 12:49:41;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3217;3-12-2021 12:49:41;84:3D:C6:B9:1B:6F;;eduroam;-73;60;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3223;3-12-2021 12:49:41;84:3D:C6:62:D2:BF;;eduroam;-58;83;;Ch 64 [5.320 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3229;3-12-2021 12:49:41;84:3D:C6:B4:E4:0F;;eduroam;-54;86;;Ch 48 [5.240 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3233;3-12-2021 12:49:41;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];7 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];7
3239;3-12-2021 12:49:41;84:3D:C6:BD:51:EF;;eduroam;-72;62;;Ch 36 [5.180 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3240;3-12-2021 12:49:41;00:A6:CA:44:6E:80;;eduroam;-75;53;;Ch 6 [2.437 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3251;3-12-2021 12:49:41;84:3D:C6:B4:E4:00;;eduroam;-61;82;;Ch 6 [2.437 GHz];0 Stations, 7Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3263;3-12-2021 12:49:41;84:3D:C6:BD:51:E0;;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 11Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3264;3-12-2021 12:49:41;84:3D:C6:62:D2:B0;;eduroam;-57;84;;Ch 11 [2.462 GHz];2 Stations, 21Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3270;3-12-2021 12:49:41;84:3D:C6:B9:2A:C0;;eduroam;-43;92;;Ch 1 [2.412 GHz];0 Stations, 8Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3276;3-12-2021 12:49:46;84:3D:C6:B4:E1:E0;;eduroam;-83;31;;Ch 6 [2.437 GHz];2 Stations, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3299;3-12-2021 12:49:46;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3300;3-12-2021 12:49:46;84:3D:C6:B9:1B:60;;eduroam;-77;46;;Ch 1 [2.412 GHz];0 Stations, 37Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3301;3-12-2021 12:49:46;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3306;3-12-2021 12:49:46;84:3D:C6:B9:1B:6F;;eduroam;-78;43;;Ch 104 [5.520 GHz];2 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3312;3-12-2021 12:49:46;84:3D:C6:62:D2:BF;;eduroam;-53;86;;Ch 64 [5.320 GHz];0 Stations, 2Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3318;3-12-2021 12:49:46;84:3D:C6:B4:E4:0F;;eduroam;-56;85;;Ch 48 [5.240 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3322;3-12-2021 12:49:46;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
3328;3-12-2021 12:49:46;84:3D:C6:BD:51:EF;;eduroam;-76;50;;Ch 36 [5.180 GHz];1 Station, 5Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3329;3-12-2021 12:49:46;00:A6:CA:44:6E:80;;eduroam;-75;53;;Ch 6 [2.437 GHz];1 Station, 26Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3340;3-12-2021 12:49:46;84:3D:C6:B4:E4:00;;eduroam;-64;80;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3352;3-12-2021 12:49:46;84:3D:C6:BD:51:E0;;eduroam;-70;67;;Ch 11 [2.462 GHz];0 Stations, 11Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3353;3-12-2021 12:49:46;84:3D:C6:62:D2:B0;;eduroam;-56;85;;Ch 11 [2.462 GHz];2 Stations, 23Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3359;3-12-2021 12:49:46;84:3D:C6:B9:2A:C0;;eduroam;-49;88;;Ch 1 [2.412 GHz];0 Stations, 14Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3365;3-12-2021 12:49:51;84:3D:C6:B4:E1:E0;;eduroam;-83;31;;Ch 6 [2.437 GHz];2 Stations, 17Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3388;3-12-2021 12:49:51;00:A6:CA:5A:6F:80;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 34Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3389;3-12-2021 12:49:51;84:3D:C6:B9:1B:60;;eduroam;-77;46;;Ch 1 [2.412 GHz];0 Stations, 29Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3390;3-12-2021 12:49:51;00:A6:CA:5E:1C:90;;eduroam;-83;31;;Ch 11 [2.462 GHz];0 Stations, 25Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3395;3-12-2021 12:49:51;84:3D:C6:B9:1B:6F;;eduroam;-72;62;;Ch 104 [5.520 GHz];2 Stations, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];2
3401;3-12-2021 12:49:51;84:3D:C6:62:D2:BF;;eduroam;-55;85;;Ch 64 [5.320 GHz];0 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
3407;3-12-2021 12:49:51;84:3D:C6:B4:E4:0F;;eduroam;-47;90;;Ch 48 [5.240 GHz];1 Station, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3411;3-12-2021 12:49:51;84:3D:C6:B9:2A:CF;;eduroam;-33;97;;Ch 116 [5.580 GHz];6 Stations, 0Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];6
3417;3-12-2021 12:49:51;84:3D:C6:BD:51:EF;;eduroam;-68;72;;Ch 36 [5.180 GHz];1 Station, 1Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3418;3-12-2021 12:49:51;00:A6:CA:44:6E:80;;eduroam;-75;53;;Ch 6 [2.437 GHz];1 Station, 33Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];1
3429;3-12-2021 12:49:51;84:3D:C6:B4:E4:00;;eduroam;-56;85;;Ch 6 [2.437 GHz];0 Stations, 10Xhannel Utilization;Wi-Fi [Intel(R) Wireless-AC 9560 160MHz];0
